"id","from","to","date","distance","countryside","device","suburban","age"
"1576","Kisvárda","Budapest","2015-01-24T14:00:00","284","budapest","android","false","25"
"1577","Kisvárda","Hajdúszoboszló","2015-01-24T22:00:00","122","countryside","ios","false","26"
"1578","Kisvárda","Mándok","2015-01-24T09:00:00","20","countryside","ios","true","24"
"1579","Kisvárda","Nyíregyháza","2015-01-24T06:00:00","49","countryside","android","true","33"
"1580","Kisvárda","Záhony","2015-01-24T09:00:00","24","countryside","ios","true","32"
"1581","Kisvárda","Záhony","2015-01-24T10:00:00","24","countryside","ios","true","24"
"1582","Kisvárda","Záhony","2015-01-24T15:00:00","24","countryside","ios","true","23"
"1583","Kisvárda","Ajak","2015-01-24T16:00:00","6","countryside","android","true","23"
"1584","Komárom","Budapest","2015-01-24T12:00:00","94","budapest","ios","false","33"
"1585","Komárom","Budapest","2015-01-24T09:00:00","94","budapest","ios","false","35"
"1586","Komárom","Budapest","2015-01-24T16:00:00","97","budapest","ios","false","36"
"1587","Komárom","Csopak","2015-01-24T06:00:00","106","countryside","ios","false","33"
"1588","Komárom","Győr","2015-01-24T09:00:00","48","countryside","ios","true","29"
"1589","Komárom","Győr","2015-01-24T15:00:00","48","countryside","ios","true","26"
"1590","Komárom","Győr","2015-01-24T18:00:00","48","countryside","ios","true","32"
"1591","Komárom","Budapest","2015-01-24T14:00:00","91","budapest","ios","false","29"
"1592","Komárom","Budapest","2015-01-24T21:00:00","91","budapest","ios","false","38"
"1593","Komárom","Baj","2015-01-24T21:00:00","22","countryside","android","true","37"
"1594","Budapest","Budapest","2015-01-24T15:00:00","7","budapest","ios","true","23"
"1595","Budapest","Budapest","2015-01-24T18:00:00","7","budapest","ios","true","32"
"1596","Budapest","Budapest","2015-01-24T07:00:00","4","budapest","android","true","29"
"1597","Budapest","Budapest","2015-01-24T09:00:00","4","budapest","ios","true","21"
"1598","Budapest","Budapest","2015-01-24T01:00:00","7","budapest","android","true","22"
"1599","Budapest","Budapest","2015-01-24T02:00:00","7","budapest","android","true","18"
"1600","Budapest","Budapest","2015-01-24T10:00:00","7","budapest","ios","true","25"
"1601","Budapest","Budapest","2015-01-24T11:00:00","7","budapest","android","true","23"
"1602","Budapest","Budapest","2015-01-24T14:00:00","7","budapest","ios","true","20"
"1603","Budapest","Budapest","2015-01-24T15:00:00","7","budapest","android","true","24"
"1604","Budapest","Budapest","2015-01-24T22:00:00","7","budapest","ios","true","22"
"1605","Budapest","Gyál","2015-01-24T13:00:00","12","budapest","android","true","28"
"1606","Budapest","Pilis","2015-01-24T09:00:00","43","budapest","ios","true","29"
"1607","Budapest","Üllő","2015-01-24T10:00:00","25","budapest","ios","true","22"
"1608","Budapest","Budapest","2015-01-24T01:00:00","5","budapest","android","true","29"
"1609","Budapest","Budapest","2015-01-24T08:00:00","5","budapest","android","true","19"
"1610","Budapest","Hatvan","2015-01-24T10:00:00","58","budapest","ios","false","29"
"1611","Budapest","Budapest","2015-01-24T10:00:00","4","budapest","ios","true","30"
"1612","Budapest","Budapest","2015-01-24T20:00:00","4","budapest","ios","true","35"
"1613","Budapest","Nagykáta","2015-01-24T11:00:00","60","budapest","ios","false","21"
"1614","Budapest","Nagytarcsa","2015-01-24T19:00:00","12","budapest","ios","true","21"
"1615","Budapest","Nagytarcsa","2015-01-24T09:00:00","11","budapest","ios","true","34"
"1616","Budapest","Nagytarcsa","2015-01-24T10:00:00","11","budapest","ios","true","34"
"1617","Budapest","Budaörs","2015-01-24T04:00:00","14","budapest","android","true","22"
"1618","Budapest","Budapest","2015-01-24T08:00:00","10","budapest","ios","true","20"
"1619","Budapest","Budapest","2015-01-24T10:00:00","10","budapest","ios","true","35"
"1620","Budapest","Budapest","2015-01-24T18:00:00","10","budapest","ios","true","33"
"1621","Budapest","Budapest","2015-01-24T10:00:00","10","budapest","ios","true","22"
"1622","Budapest","Cegléd","2015-01-24T08:00:00","77","budapest","android","false","32"
"1623","Budapest","Cegléd","2015-01-24T11:00:00","77","budapest","ios","false","35"
"1624","Budapest","Cegléd","2015-01-24T17:00:00","77","budapest","ios","false","28"
"1625","Budapest","Délegyháza","2015-01-24T11:00:00","32","budapest","android","true","34"
"1626","Budapest","Dunaharaszti","2015-01-24T14:00:00","12","budapest","ios","true","32"
"1627","Budapest","Taksony","2015-01-24T22:00:00","18","budapest","ios","true","33"
"1628","Budapest","Érd","2015-01-24T11:00:00","25","budapest","ios","true","21"
"1629","Budapest","Diósd","2015-01-24T11:00:00","25","budapest","android","true","28"
"1630","Budapest","Budapest","2015-01-24T12:00:00","13","budapest","android","true","30"
"1631","Budapest","Budapest","2015-01-24T17:00:00","13","budapest","ios","true","38"
"1632","Budapest","Kisújszállás","2015-01-24T16:00:00","156","budapest","ios","false","20"
"1633","Budapest","Kisvárda","2015-01-24T11:00:00","288","budapest","ios","false","37"
"1634","Budapest","Kisvárda","2015-01-24T12:00:00","288","budapest","ios","false","23"
"1635","Budapest","Monor","2015-01-24T14:00:00","29","budapest","ios","true","36"
"1636","Budapest","Monor","2015-01-24T18:00:00","29","budapest","ios","true","25"
"1637","Budapest","Monor","2015-01-24T21:00:00","29","budapest","ios","true","33"
"1638","Budapest","Monorierdő","2015-01-24T21:00:00","34","budapest","ios","true","38"
"1639","Budapest","Budapest","2015-01-24T07:00:00","10","budapest","ios","true","38"
"1640","Budapest","Budapest","2015-01-24T20:00:00","10","budapest","ios","true","23"
"1641","Budapest","Budapest","2015-01-24T08:00:00","10","budapest","android","true","34"
"1642","Budapest","Budapest","2015-01-24T09:00:00","10","budapest","ios","true","33"
"1643","Budapest","Budapest","2015-01-24T18:00:00","10","budapest","ios","true","37"
"1644","Budapest","Budapest","2015-01-24T23:00:00","10","budapest","android","true","31"
"1645","Budapest","Pilis","2015-01-24T17:00:00","40","budapest","ios","true","21"
"1646","Budapest","Pilis","2015-01-24T18:00:00","40","budapest","ios","true","34"
"1647","Budapest","Szajol","2015-01-24T10:00:00","117","budapest","ios","false","24"
"1648","Budapest","Székesfehérvár","2015-01-24T08:00:00","76","budapest","ios","false","20"
"1649","Budapest","Székesfehérvár","2015-01-24T18:00:00","76","budapest","ios","false","26"
"1650","Budapest","Szolnok","2015-01-24T10:00:00","95","budapest","ios","false","27"
"1651","Budapest","Szolnok","2015-01-24T20:00:00","95","budapest","ios","false","21"
"1652","Budapest","Üllő","2015-01-24T14:00:00","21","budapest","android","true","23"
"1653","Budapest","Vecsés","2015-01-24T14:00:00","8","budapest","ios","true","36"
"1654","Budapest","Vecsés","2015-01-24T17:00:00","8","budapest","ios","true","22"
"1655","Budapest","Vecsés","2015-01-24T18:00:00","8","budapest","ios","true","28"
"1656","Budapest","Vecsés","2015-01-24T20:00:00","8","budapest","ios","true","23"
"1657","Budapest","Budapest","2015-01-24T08:00:00","9","budapest","ios","true","35"
"1658","Budapest","Budapest","2015-01-24T12:00:00","9","budapest","ios","true","28"
"1659","Budapest","Budapest","2015-01-24T17:00:00","9","budapest","ios","true","18"
"1660","Budapest","Budapest","2015-01-24T21:00:00","9","budapest","ios","true","32"
"1661","Budapest","Cegléd","2015-01-24T13:00:00","77","budapest","ios","false","19"
"1662","Budapest","Debrecen","2015-01-24T11:00:00","242","budapest","ios","false","30"
"1663","Budapest","Taksony","2015-01-24T22:00:00","18","budapest","ios","true","32"
"1664","Budapest","Dunavarsány","2015-01-24T11:00:00","30","budapest","ios","true","31"
"1665","Budapest","Érd","2015-01-24T17:00:00","25","budapest","ios","true","36"
"1666","Budapest","Budapest","2015-01-24T17:00:00","13","budapest","ios","true","27"
"1667","Budapest","Martonvásár","2015-01-24T08:00:00","39","budapest","android","true","23"
"1668","Budapest","Budapest","2015-01-24T13:00:00","10","budapest","ios","true","21"
"1669","Budapest","Budapest","2015-01-24T17:00:00","9","budapest","ios","true","32"
"1670","Budapest","Budapest","2015-01-24T18:00:00","9","budapest","ios","true","28"
"1671","Körmend","Bük","2015-01-24T12:00:00","57","countryside","android","false","23"
"1672","Körmend","Szombathely","2015-01-24T00:00:00","31","countryside","ios","true","28"
"1673","Körmend","Szombathely","2015-01-24T05:00:00","31","countryside","ios","true","36"
"1674","Körmend","Szombathely","2015-01-24T09:00:00","31","countryside","ios","true","34"
"1675","Kunszentmiklós","Budapest","2015-01-24T15:00:00","65","budapest","android","false","20"
"1676","Kutas","Kaposvár","2015-01-24T09:00:00","34","countryside","ios","true","36"
"1677","Lakitelek","Kecskemét","2015-01-24T13:00:00","36","countryside","ios","true","23"
"1678","Lövő","Sopron","2015-01-24T12:00:00","26","countryside","android","true","22"
"1679","Maglód","Budapest","2015-01-24T11:00:00","28","budapest","android","true","20"
"1680","Maglód","Budapest","2015-01-24T17:00:00","39","budapest","ios","true","30"
"1681","Gödöllő","Budapest","2015-01-24T15:00:00","35","budapest","ios","true","36"
"1682","Gödöllő","Budapest","2015-01-24T12:00:00","33","budapest","android","true","21"
"1683","Martonvásár","Budapest","2015-01-24T10:00:00","30","budapest","ios","true","38"
"1684","Martonvásár","Budapest","2015-01-24T11:00:00","30","budapest","ios","true","27"
"1685","Martonvásár","Budapest","2015-01-24T13:00:00","30","budapest","ios","true","28"
"1686","Martonvásár","Budapest","2015-01-24T14:00:00","27","budapest","ios","true","24"
"1687","Martonvásár","Budapest","2015-01-24T18:00:00","33","budapest","android","true","35"
"1688","Martonvásár","Budapest","2015-01-24T19:00:00","33","budapest","ios","true","35"
"1689","Martonvásár","Halásztelek","2015-01-24T11:00:00","28","countryside","ios","true","33"
"1690","Martonvásár","Budapest","2015-01-24T08:00:00","30","budapest","ios","true","29"
"1691","Martonvásár","Budapest","2015-01-24T11:00:00","30","budapest","ios","true","25"
"1692","Martonvásár","Budapest","2015-01-24T12:00:00","30","budapest","ios","true","23"
"1693","Martonvásár","Budapest","2015-01-24T13:00:00","30","budapest","ios","true","18"
"1694","Martonvásár","Budapest","2015-01-24T20:00:00","30","budapest","ios","true","37"
"1695","Martonvásár","Budapest","2015-01-24T09:00:00","27","budapest","ios","true","25"
"1696","Martonvásár","Budapest","2015-01-24T10:00:00","27","budapest","ios","true","34"
"1697","Martonvásár","Budapest","2015-01-24T11:00:00","27","budapest","ios","true","22"
"1698","Martonvásár","Budapest","2015-01-24T17:00:00","27","budapest","ios","true","18"
"1699","Martonvásár","Budapest","2015-01-24T18:00:00","38","budapest","ios","true","30"
"1700","Mátészalka","Nyíregyháza","2015-01-24T22:00:00","58","countryside","ios","false","26"
"1701","Mende","Gyömrő","2015-01-24T06:00:00","7","countryside","android","true","32"
"1702","Mende","Budapest","2015-01-24T19:00:00","30","budapest","ios","true","25"
"1703","Mende","Ecser","2015-01-24T15:00:00","22","countryside","ios","true","20"
"1704","Mezőberény","Budapest","2015-01-24T17:00:00","195","budapest","ios","false","25"
"1705","Mezőkövesd","Budapest","2015-01-24T06:00:00","133","budapest","ios","false","37"
"1706","Mezőkövesd","Sopron","2015-01-24T08:00:00","343","countryside","ios","false","30"
"1707","Mezőkövesd","Taktaharkány","2015-01-24T17:00:00","65","countryside","ios","false","31"
"1708","Mezőtúr","Budapest","2015-01-24T13:00:00","157","budapest","ios","false","31"
"1709","Miskolc","Budapest","2015-01-24T09:00:00","180","budapest","ios","false","35"
"1710","Miskolc","Budapest","2015-01-24T17:00:00","180","budapest","ios","false","26"
"1711","Miskolc","Budapest","2015-01-24T08:00:00","180","budapest","ios","false","23"
"1712","Miskolc","Budapest","2015-01-24T16:00:00","180","budapest","ios","false","24"
"1713","Miskolc","Budapest","2015-01-24T17:00:00","180","budapest","android","false","34"
"1714","Miskolc","Alsózsolca","2015-01-24T15:00:00","8","countryside","ios","true","35"
"1715","Miskolc","Budapest","2015-01-24T18:00:00","180","budapest","ios","false","26"
"1716","Miskolc","Nyíregyháza","2015-01-24T09:00:00","122","countryside","ios","false","31"
"1717","Miskolc","Szerencs","2015-01-24T11:00:00","35","countryside","ios","true","26"
"1718","Bükkszentkereszt","Budapest","2015-01-24T19:00:00","182","budapest","ios","false","24"
"1719","Bükkszentkereszt","Budapest","2015-01-24T23:00:00","182","budapest","ios","false","36"
"1720","Bükkszentkereszt","Budapest","2015-01-24T14:00:00","182","budapest","ios","false","26"
"1721","Bükkszentkereszt","Halmaj","2015-01-24T07:00:00","32","countryside","ios","true","36"
"1722","Bükkszentkereszt","Hidasnémeti","2015-01-24T09:00:00","67","countryside","ios","false","32"
"1723","Bükkszentkereszt","Nyíregyháza","2015-01-24T14:00:00","124","countryside","ios","false","27"
"1724","Monor","Budapest","2015-01-24T07:00:00","39","budapest","ios","true","35"
"1725","Monor","Budapest","2015-01-24T18:00:00","39","budapest","ios","true","30"
"1726","Monor","Budapest","2015-01-24T07:00:00","42","budapest","ios","true","20"
"1727","Monor","Budapest","2015-01-24T20:00:00","42","budapest","android","true","37"
"1728","Monor","Budapest","2015-01-24T20:00:00","33","budapest","ios","true","31"
"1729","Monor","Budapest","2015-01-24T21:00:00","33","budapest","ios","true","28"
"1730","Monor","Budapest","2015-01-24T10:00:00","29","budapest","ios","true","25"
"1731","Monor","Budapest","2015-01-24T11:00:00","29","budapest","ios","true","29"
"1732","Monor","Budapest","2015-01-24T12:00:00","29","budapest","ios","true","30"
"1733","Monor","Budapest","2015-01-24T18:00:00","29","budapest","ios","true","29"
"1734","Monor","Budapest","2015-01-24T11:00:00","29","budapest","ios","true","35"
"1735","Monor","Budapest","2015-01-24T12:00:00","29","budapest","ios","true","26"
"1736","Monor","Monorierdő","2015-01-24T23:00:00","7","countryside","android","true","32"
"1737","Monor","Budapest","2015-01-24T00:00:00","39","budapest","ios","true","22"
"1738","Monor","Budapest","2015-01-24T10:00:00","39","budapest","ios","true","27"
"1739","Monor","Budapest","2015-01-24T11:00:00","39","budapest","ios","true","18"
"1740","Monor","Budapest","2015-01-24T13:00:00","39","budapest","ios","true","23"
"1741","Monor","Budapest","2015-01-24T14:00:00","39","budapest","android","true","30"
"1742","Monor","Budapest","2015-01-24T16:00:00","39","budapest","android","true","37"
"1743","Monor","Budapest","2015-01-24T08:00:00","38","budapest","ios","true","31"
"1744","Monor","Budapest","2015-01-24T15:00:00","38","budapest","android","true","23"
"1745","Monorierdő","Budapest","2015-01-24T08:00:00","48","budapest","ios","true","20"
"1746","Monorierdő","Budapest","2015-01-24T06:00:00","48","budapest","ios","true","33"
"1747","Monorierdő","Kecskemét","2015-01-24T08:00:00","67","countryside","ios","false","35"
"1748","Monorierdő","Budapest","2015-01-24T19:00:00","34","budapest","android","true","20"
"1749","Monorierdő","Budapest","2015-01-24T15:00:00","44","budapest","ios","true","22"
"1750","Mosonmagyaróvár","Hegyeshalom","2015-01-24T16:00:00","18","countryside","ios","true","37"
"1751","Mosonmagyaróvár","Sopron","2015-01-24T22:00:00","88","countryside","ios","false","28"
"1752","Szentgotthárd","Zalaszentmihály","2015-01-24T11:00:00","40","countryside","android","true","25"
"1753","Nagykáta","Budapest","2015-01-24T07:00:00","62","budapest","ios","false","30"
"1754","Nagykáta","Csömör","2015-01-24T03:00:00","51","countryside","ios","false","31"
"1755","Visegrád","Budapest","2015-01-24T14:00:00","62","budapest","android","false","25"
"1756","Nagymaros","Dunakeszi","2015-01-24T07:00:00","34","countryside","android","true","34"
"1757","Nagymaros","Kismaros","2015-01-24T19:00:00","8","countryside","android","true","21"
"1758","Nagymaros","Visegrád","2015-01-24T18:00:00","2","countryside","ios","true","25"
"1759","Nagymaros","Szob","2015-01-24T21:00:00","14","countryside","ios","true","19"
"1760","Nagymaros","Vác","2015-01-24T18:00:00","16","countryside","ios","true","26"
