"id","from","to","date","distance","countryside","device","suburban","age"
"1247","Fót","Budapest","2015-01-24T12:00:00","20","budapest","ios","true","37"
"1248","Fót","Budapest","2015-01-24T13:00:00","20","budapest","ios","true","31"
"1249","Fót","Budapest","2015-01-24T14:00:00","20","budapest","android","true","28"
"1250","Fót","Budapest","2015-01-24T00:00:00","19","budapest","ios","true","28"
"1251","Fót","Budapest","2015-01-24T06:00:00","19","budapest","ios","true","31"
"1252","Fót","Budapest","2015-01-24T07:00:00","19","budapest","ios","true","32"
"1253","Fót","Budapest","2015-01-24T00:00:00","19","budapest","ios","true","31"
"1254","Fót","Budapest","2015-01-24T08:00:00","19","budapest","ios","true","27"
"1255","Fót","Budapest","2015-01-24T18:00:00","19","budapest","ios","true","37"
"1256","Fót","Veresegyház","2015-01-24T09:00:00","10","countryside","ios","true","31"
"1257","Füzesabony","Ajak","2015-01-24T10:00:00","165","countryside","ios","false","21"
"1258","Füzesabony","Ajak","2015-01-24T11:00:00","165","countryside","ios","false","32"
"1259","Füzesabony","Budapest","2015-01-24T03:00:00","117","budapest","ios","false","19"
"1260","Füzesabony","Budapest","2015-01-24T08:00:00","117","budapest","android","false","19"
"1261","Füzesabony","Mezőkövesd","2015-01-24T10:00:00","22","countryside","android","true","24"
"1262","Füzesabony","Bükkszentkereszt","2015-01-24T09:00:00","74","countryside","ios","false","30"
"1263","Gárdony","Budapest","2015-01-24T21:00:00","50","budapest","ios","false","31"
"1264","Gárdony","Budapest","2015-01-24T15:00:00","50","budapest","android","false","19"
"1265","Gárdony","Budapest","2015-01-24T15:00:00","47","budapest","android","true","19"
"1266","Gárdony","Budapest","2015-01-24T16:00:00","47","budapest","ios","true","30"
"1267","Gárdony","Budapest","2015-01-24T17:00:00","47","budapest","android","true","19"
"1268","Gárdony","Budapest","2015-01-24T21:00:00","47","budapest","ios","true","33"
"1269","Gárdony","Székesfehérvár","2015-01-24T21:00:00","20","countryside","ios","true","35"
"1270","Gárdony","Velence","2015-01-24T19:00:00","4","countryside","ios","true","37"
"1271","Göd","Budapest","2015-01-24T09:00:00","24","budapest","ios","true","28"
"1272","Göd","Budapest","2015-01-24T23:00:00","24","budapest","ios","true","31"
"1273","Göd","Budapest","2015-01-24T12:00:00","24","budapest","ios","true","21"
"1274","Göd","Budapest","2015-01-24T00:00:00","24","budapest","ios","true","24"
"1275","Göd","Budapest","2015-01-24T12:00:00","24","budapest","android","true","38"
"1276","Göd","Szob","2015-01-24T12:00:00","41","countryside","ios","true","24"
"1277","Göd","Vác","2015-01-24T11:00:00","11","countryside","ios","true","37"
"1278","Göd","Vác","2015-01-24T14:00:00","11","countryside","android","true","27"
"1279","Göd","Vác","2015-01-24T20:00:00","11","countryside","ios","true","25"
"1280","Göd","Vác","2015-01-24T23:00:00","11","countryside","ios","true","29"
"1281","Göd","Budapest","2015-01-24T00:00:00","20","budapest","ios","true","33"
"1282","Göd","Budapest","2015-01-24T03:00:00","20","budapest","android","true","32"
"1283","Göd","Budapest","2015-01-24T06:00:00","20","budapest","ios","true","20"
"1284","Göd","Budapest","2015-01-24T05:00:00","24","budapest","ios","true","36"
"1285","Göd","Budapest","2015-01-24T17:00:00","32","budapest","ios","true","21"
"1286","Göd","Dunakeszi","2015-01-24T10:00:00","8","countryside","ios","true","19"
"1287","Isaszeg","Bodrogkisfalud","2015-01-24T11:00:00","199","countryside","ios","false","34"
"1288","Isaszeg","Budapest","2015-01-24T09:00:00","34","budapest","ios","true","29"
"1289","Isaszeg","Budapest","2015-01-24T10:00:00","34","budapest","ios","true","24"
"1290","Isaszeg","Budapest","2015-01-24T06:00:00","34","budapest","android","true","33"
"1291","Isaszeg","Budapest","2015-01-24T10:00:00","36","budapest","ios","true","38"
"1292","Isaszeg","Eger","2015-01-24T08:00:00","114","countryside","ios","false","20"
"1293","Isaszeg","Isaszeg","2015-01-24T08:00:00","0","countryside","ios","true","19"
"1294","Isaszeg","Isaszeg","2015-01-24T16:00:00","0","countryside","ios","true","34"
"1295","Isaszeg","Isaszeg","2015-01-24T18:00:00","0","countryside","ios","true","21"
"1296","Isaszeg","Budapest","2015-01-24T20:00:00","34","budapest","ios","true","35"
"1297","Isaszeg","Budapest","2015-01-24T16:00:00","34","budapest","ios","true","28"
"1298","Isaszeg","Gödöllő","2015-01-24T16:00:00","8","countryside","ios","true","26"
"1299","Isaszeg","Miskolc","2015-01-24T12:00:00","162","countryside","ios","false","35"
"1300","Isaszeg","Miskolc","2015-01-24T18:00:00","162","countryside","android","false","34"
"1301","Isaszeg","Nagytarcsa","2015-01-24T10:00:00","23","countryside","ios","true","31"
"1302","Isaszeg","Nagytarcsa","2015-01-24T12:00:00","23","countryside","ios","true","33"
"1303","Isaszeg","Nagytarcsa","2015-01-24T14:00:00","23","countryside","ios","true","29"
"1304","Isaszeg","Nagytarcsa","2015-01-24T16:00:00","23","countryside","ios","true","35"
"1305","Isaszeg","Nagytarcsa","2015-01-24T12:00:00","20","countryside","ios","true","36"
"1306","Gyál","Budapest","2015-01-24T02:00:00","16","budapest","ios","true","33"
"1307","Gyál","Dabas","2015-01-24T18:00:00","36","countryside","ios","true","19"
"1308","Zákány","Budapest","2015-01-24T10:00:00","237","budapest","ios","false","22"
"1309","Zákány","Budapest","2015-01-24T13:00:00","237","budapest","ios","false","31"
"1310","Zákány","Budapest","2015-01-24T15:00:00","237","budapest","ios","false","24"
"1311","Zákány","Budapest","2015-01-24T17:00:00","237","budapest","ios","false","19"
"1312","Zákány","Budapest","2015-01-24T19:00:00","237","budapest","ios","false","23"
"1313","Zákány","Szolnok","2015-01-24T10:00:00","317","countryside","ios","false","37"
"1314","Zákány","Szolnok","2015-01-24T17:00:00","317","countryside","ios","false","26"
"1315","Gyomaendrőd","Budapest","2015-01-24T07:00:00","175","budapest","ios","false","26"
"1316","Gyömöre","Győr","2015-01-24T17:00:00","25","countryside","ios","true","37"
"1317","Gyömöre","Győr","2015-01-24T14:00:00","25","countryside","ios","true","22"
"1318","Gyömrő","Budapest","2015-01-24T08:00:00","33","budapest","ios","true","28"
"1319","Gyömrő","Budapest","2015-01-24T09:00:00","33","budapest","ios","true","30"
"1320","Gyömrő","Budapest","2015-01-24T04:00:00","38","budapest","ios","true","23"
"1321","Gyömrő","Budapest","2015-01-24T17:00:00","38","budapest","ios","true","23"
"1322","Gyömrő","Budapest","2015-01-24T00:00:00","33","budapest","ios","true","38"
"1323","Gyömrő","Budapest","2015-01-24T03:00:00","33","budapest","ios","true","33"
"1324","Gyömrő","Budapest","2015-01-24T04:00:00","33","budapest","android","true","33"
"1325","Gyömrő","Budapest","2015-01-24T10:00:00","33","budapest","android","true","25"
"1326","Gyömrő","Budapest","2015-01-24T22:00:00","33","budapest","ios","true","37"
"1327","Gyömrő","Sülysáp","2015-01-24T14:00:00","14","countryside","ios","true","25"
"1328","Győr","Bicske","2015-01-24T15:00:00","89","countryside","ios","false","28"
"1329","Győr","Bicske","2015-01-24T16:00:00","89","countryside","android","false","21"
"1330","Győr","Bicske","2015-01-24T18:00:00","89","countryside","ios","false","25"
"1331","Győr","Bicske","2015-01-24T23:00:00","89","countryside","ios","false","30"
"1332","Győr","Budapest","2015-01-24T14:00:00","125","budapest","android","false","38"
"1333","Győr","Budapest","2015-01-24T06:00:00","126","budapest","android","false","19"
"1334","Győr","Budapest","2015-01-24T20:00:00","122","budapest","ios","false","26"
"1335","Győr","Budapest","2015-01-24T11:00:00","119","budapest","ios","false","38"
"1336","Győr","Budapest","2015-01-24T13:00:00","119","budapest","ios","false","28"
"1337","Győr","Budapest","2015-01-24T22:00:00","126","budapest","ios","false","19"
"1338","Győr","Budapest","2015-01-24T00:00:00","125","budapest","android","false","26"
"1339","Győr","Celldömölk","2015-01-24T13:00:00","74","countryside","ios","false","36"
"1340","Győr","Celldömölk","2015-01-24T14:00:00","74","countryside","ios","false","32"
"1341","Győr","Csorna","2015-01-24T08:00:00","35","countryside","ios","true","24"
"1342","Győr","Debrecen","2015-01-24T21:00:00","360","countryside","ios","false","37"
"1343","Győr","Farád","2015-01-24T10:00:00","41","countryside","android","true","34"
"1344","Győr","Vének","2015-01-24T09:00:00","11","countryside","ios","true","28"
"1345","Győr","Hegyeshalom","2015-01-24T18:00:00","56","countryside","ios","false","34"
"1346","Győr","Kapuvár","2015-01-24T12:00:00","53","countryside","ios","false","37"
"1347","Győr","Budapest","2015-01-24T11:00:00","119","budapest","ios","false","24"
"1348","Győr","Budapest","2015-01-24T12:00:00","119","budapest","ios","false","31"
"1349","Győr","Budapest","2015-01-24T20:00:00","119","budapest","android","false","36"
"1350","Győr","Komárom","2015-01-24T09:00:00","48","countryside","ios","true","30"
"1351","Győr","Komárom","2015-01-24T18:00:00","48","countryside","ios","true","30"
"1352","Győr","Mosonmagyaróvár","2015-01-24T12:00:00","43","countryside","ios","true","24"
"1353","Győr","Mosonmagyaróvár","2015-01-24T15:00:00","43","countryside","ios","true","29"
"1354","Győr","Budapest","2015-01-24T01:00:00","126","budapest","android","false","20"
"1355","Győr","Budapest","2015-01-24T09:00:00","126","budapest","ios","false","19"
"1356","Győr","Budapest","2015-01-24T10:00:00","126","budapest","ios","false","35"
"1357","Győr","Budapest","2015-01-24T12:00:00","126","budapest","ios","false","18"
"1358","Győr","Budapest","2015-01-24T15:00:00","126","budapest","ios","false","25"
"1359","Győr","Petőháza","2015-01-24T09:00:00","65","countryside","android","false","24"
"1360","Győr","Petőháza","2015-01-24T16:00:00","65","countryside","ios","false","34"
"1361","Győr","Pusztaszabolcs","2015-01-24T17:00:00","155","countryside","ios","false","20"
"1362","Győr","Pusztaszabolcs","2015-01-24T18:00:00","155","countryside","ios","false","26"
"1363","Győr","Sopron","2015-01-24T10:00:00","92","countryside","ios","false","34"
"1364","Győr","Sopron","2015-01-24T17:00:00","92","countryside","ios","false","30"
"1365","Győr","Sopron","2015-01-24T18:00:00","92","countryside","ios","false","27"
"1366","Győr","Sopron","2015-01-24T21:00:00","92","countryside","android","false","31"
"1367","Győr","Tápiógyörgye","2015-01-24T18:00:00","218","countryside","android","false","30"
"1368","Győr","Veszprém","2015-01-24T08:00:00","76","countryside","ios","false","28"
"1369","Győr","Beled","2015-01-24T08:00:00","58","countryside","ios","false","23"
"1370","Győr","Beled","2015-01-24T10:00:00","58","countryside","ios","false","35"
"1371","Győr","Batyk","2015-01-24T12:00:00","111","countryside","android","false","30"
"1372","Győr","Batyk","2015-01-24T13:00:00","111","countryside","ios","false","26"
"1373","Győr","Batyk","2015-01-24T15:00:00","111","countryside","ios","false","30"
"1374","Győr","Komárom","2015-01-24T00:00:00","47","countryside","ios","true","23"
"1375","Győr","Gyömöre","2015-01-24T19:00:00","26","countryside","ios","true","20"
"1376","Vének","Győr","2015-01-24T17:00:00","12","countryside","ios","true","26"
"1377","Gyula","Budapest","2015-01-24T10:00:00","235","budapest","ios","false","26"
"1378","Gyula","Szolnok","2015-01-24T05:00:00","129","countryside","android","false","31"
"1379","Hajdúszoboszló","Budapest","2015-01-24T06:00:00","243","budapest","ios","false","36"
"1380","Hajdúszoboszló","Debrecen","2015-01-24T13:00:00","30","countryside","android","true","33"
"1381","Hajdúszoboszló","Debrecen","2015-01-24T17:00:00","30","countryside","ios","true","24"
"1382","Hajdúszoboszló","Kaba","2015-01-24T18:00:00","18","countryside","ios","true","23"
"1383","Hatvan","Budapest","2015-01-24T16:00:00","58","budapest","ios","false","33"
"1384","Hatvan","Budapest","2015-01-24T18:00:00","58","budapest","android","false","26"
"1385","Hatvan","Budapest","2015-01-24T19:00:00","58","budapest","ios","false","31"
"1386","Hatvan","Budapest","2015-01-24T08:00:00","58","budapest","ios","false","26"
"1387","Hatvan","Budapest","2015-01-24T09:00:00","58","budapest","ios","false","34"
"1388","Hatvan","Budapest","2015-01-24T15:00:00","58","budapest","android","false","29"
"1389","Hatvan","Budapest","2015-01-24T16:00:00","58","budapest","ios","false","20"
"1390","Hatvan","Budapest","2015-01-24T15:00:00","60","budapest","ios","false","34"
"1391","Hatvan","Kál","2015-01-24T14:00:00","56","countryside","ios","false","37"
"1392","Hatvan","Taktaharkány","2015-01-24T16:00:00","137","countryside","ios","false","37"
"1393","Hegyeshalom","Dunaújváros","2015-01-24T19:00:00","225","countryside","ios","false","27"
"1394","Hegyeshalom","Budapest","2015-01-24T16:00:00","171","budapest","ios","false","31"
"1395","Hegyeshalom","Mosonmagyaróvár","2015-01-24T10:00:00","18","countryside","android","true","31"
"1396","Hegyeshalom","Pusztaszabolcs","2015-01-24T18:00:00","207","countryside","ios","false","35"
"1397","Herceghalom","Budapest","2015-01-24T06:00:00","30","budapest","ios","true","19"
"1398","Herceghalom","Budapest","2015-01-24T07:00:00","30","budapest","ios","true","24"
"1399","Herceghalom","Budapest","2015-01-24T11:00:00","24","budapest","ios","true","19"
"1400","Herceghalom","Szerencs","2015-01-24T18:00:00","237","countryside","ios","false","34"
"1401","Herceghalom","Törökbálint","2015-01-24T12:00:00","16","countryside","ios","true","23"
"1402","Ikrény","Csorna","2015-01-24T06:00:00","22","countryside","android","true","33"
"1403","Ikrény","Csorna","2015-01-24T11:00:00","22","countryside","ios","true","24"
"1404","Isaszeg","Budapest","2015-01-24T10:00:00","34","budapest","ios","true","31"
"1405","Isaszeg","Budapest","2015-01-24T07:00:00","34","budapest","ios","true","26"
"1406","Isaszeg","Budapest","2015-01-24T07:00:00","34","budapest","ios","true","29"
"1407","Isaszeg","Budapest","2015-01-24T13:00:00","34","budapest","ios","true","37"
"1408","Isaszeg","Budapest","2015-01-24T18:00:00","34","budapest","ios","true","32"
"1409","Isaszeg","Csömör","2015-01-24T13:00:00","26","countryside","ios","true","27"
"1410","Isaszeg","Csömör","2015-01-24T14:00:00","26","countryside","ios","true","31"
"1411","Budapest","Budapest","2015-01-24T06:00:00","10","budapest","ios","true","32"
"1412","Budapest","Budapest","2015-01-24T16:00:00","8","budapest","ios","true","21"
"1413","Budapest","Vác","2015-01-24T07:00:00","35","budapest","ios","true","29"
"1414","Budapest","Vác","2015-01-24T17:00:00","35","budapest","ios","true","29"
"1415","Veresegyház","Budapest","2015-01-24T05:00:00","31","budapest","ios","true","33"
"1416","Veresegyház","Vác","2015-01-24T05:00:00","24","countryside","android","true","28"
"1417","Beloiannisz","Érd","2015-01-24T15:00:00","27","countryside","ios","true","24"
"1418","Jánosháza","Kemenespálfa","2015-01-24T12:00:00","4","countryside","android","true","36"
"1419","Jánosháza","Szombathely","2015-01-24T22:00:00","53","countryside","ios","false","33"
"1420","Jászberény","Budapest","2015-01-24T10:00:00","76","budapest","ios","false","37"
"1421","Jászberény","Budapest","2015-01-24T08:00:00","76","budapest","ios","false","24"
"1422","Jászboldogháza","Budapest","2015-01-24T17:00:00","107","budapest","ios","false","28"
"1423","Jászszentlászló","Kiskunfélegyháza","2015-01-24T14:00:00","26","countryside","ios","true","28"
"1424","Kaba","Debrecen","2015-01-24T15:00:00","42","countryside","ios","true","24"
"1425","Kaba","Hajdúszoboszló","2015-01-24T08:00:00","16","countryside","ios","true","21"
"1426","Kaba","Püspökladány","2015-01-24T18:00:00","15","countryside","ios","true","22"
"1427","Kápolnásnyék","Budapest","2015-01-24T20:00:00","44","budapest","ios","true","32"
"1428","Kápolnásnyék","Budapest","2015-01-24T20:00:00","37","budapest","ios","true","26"
"1429","Kápolnásnyék","Székesfehérvár","2015-01-24T14:00:00","34","countryside","android","true","26"
"1430","Kaposvár","Budapest","2015-01-24T13:00:00","190","budapest","ios","false","35"
"1431","Karcag","Budapest","2015-01-24T17:00:00","182","budapest","ios","false","33"
"1432","Karcag","Debrecen","2015-01-24T05:00:00","71","countryside","ios","false","38"
"1433","Karcag","Debrecen","2015-01-24T13:00:00","71","countryside","ios","false","34"
"1434","Karcag","Szolnok","2015-01-24T16:00:00","72","countryside","ios","false","32"
"1435","Halásztelek","Budapest","2015-01-24T12:00:00","15","budapest","android","true","36"
"1436","Halásztelek","Budapest","2015-01-24T15:00:00","15","budapest","ios","true","26"
"1437","Kecskemét","Budapest","2015-01-24T11:00:00","94","budapest","ios","false","36"
"1438","Kecskemét","Budapest","2015-01-24T10:00:00","94","budapest","ios","false","29"
"1439","Kecskemét","Budapest","2015-01-24T13:00:00","94","budapest","ios","false","19"
"1440","Kecskemét","Debrecen","2015-01-24T14:00:00","209","countryside","android","false","18"
"1441","Kecskemét","Kiskunfélegyháza","2015-01-24T11:00:00","42","countryside","ios","true","34"
"1442","Budapest","Balatonlelle","2015-01-24T15:00:00","136","budapest","android","false","34"
"1443","Budapest","Bicske","2015-01-24T16:00:00","35","budapest","ios","true","33"
"1444","Budapest","Bicske","2015-01-24T10:00:00","35","budapest","ios","true","22"
"1445","Budapest","Halásztelek","2015-01-24T13:00:00","8","budapest","ios","true","27"
"1446","Budapest","Halásztelek","2015-01-24T15:00:00","8","budapest","ios","true","32"
"1447","Budapest","Halásztelek","2015-01-24T20:00:00","8","budapest","android","true","19"
"1448","Budapest","Budapest","2015-01-24T10:00:00","4","budapest","ios","true","31"
"1449","Budapest","Budapest","2015-01-24T15:00:00","4","budapest","ios","true","27"
"1450","Budapest","Budapest","2015-01-24T17:00:00","4","budapest","ios","true","19"
"1451","Budapest","Pákozd","2015-01-24T07:00:00","60","budapest","ios","false","28"
"1452","Budapest","Dunaharaszti","2015-01-24T12:00:00","16","budapest","android","true","30"
"1453","Budapest","Érd","2015-01-24T06:00:00","14","budapest","android","true","27"
"1454","Budapest","Érd","2015-01-24T13:00:00","14","budapest","ios","true","22"
"1455","Budapest","Érd","2015-01-24T15:00:00","14","budapest","ios","true","20"
"1456","Budapest","Érd","2015-01-24T17:00:00","14","budapest","ios","true","38"
"1457","Budapest","Érd","2015-01-24T18:00:00","14","budapest","ios","true","32"
"1458","Budapest","Érd","2015-01-24T19:00:00","14","budapest","ios","true","21"
"1459","Budapest","Érd","2015-01-24T23:00:00","14","budapest","android","true","26"
"1460","Budapest","Érd","2015-01-24T12:00:00","14","budapest","ios","true","29"
"1461","Budapest","Érd","2015-01-24T18:00:00","14","budapest","ios","true","29"
"1462","Budapest","Érd","2015-01-24T19:00:00","14","budapest","ios","true","19"
"1463","Budapest","Diósd","2015-01-24T11:00:00","12","budapest","ios","true","30"
"1464","Budapest","Diósd","2015-01-24T19:00:00","12","budapest","ios","true","31"
"1465","Budapest","Győr","2015-01-24T13:00:00","121","budapest","ios","false","31"
"1466","Budapest","Győr","2015-01-24T14:00:00","121","budapest","ios","false","22"
"1467","Budapest","Győr","2015-01-24T18:00:00","119","budapest","ios","false","21"
"1468","Budapest","Halásztelek","2015-01-24T05:00:00","13","budapest","ios","true","30"
"1469","Budapest","Komárom","2015-01-24T09:00:00","93","budapest","ios","false","33"
"1470","Budapest","Budapest","2015-01-24T14:00:00","12","budapest","ios","true","24"
"1471","Budapest","Budapest","2015-01-24T04:00:00","12","budapest","android","true","21"
"1472","Budapest","Budapest","2015-01-24T10:00:00","12","budapest","ios","true","20"
"1473","Budapest","Budapest","2015-01-24T11:00:00","12","budapest","ios","true","21"
"1474","Budapest","Budapest","2015-01-24T14:00:00","12","budapest","android","true","20"
"1475","Budapest","Budapest","2015-01-24T16:00:00","12","budapest","ios","true","34"
"1476","Budapest","Martonvásár","2015-01-24T13:00:00","30","budapest","android","true","33"
"1477","Budapest","Martonvásár","2015-01-24T15:00:00","30","budapest","ios","true","34"
"1478","Budapest","Martonvásár","2015-01-24T17:00:00","30","budapest","ios","true","23"
"1479","Budapest","Mosonmagyaróvár","2015-01-24T12:00:00","159","budapest","ios","false","26"
"1480","Budapest","Mosonmagyaróvár","2015-01-24T15:00:00","159","budapest","ios","false","37"
"1481","Budapest","Diósd","2015-01-24T05:00:00","11","budapest","ios","true","37"
"1482","Budapest","Siófok","2015-01-24T17:00:00","106","budapest","ios","false","30"
"1483","Budapest","Sopron","2015-01-24T16:00:00","209","budapest","android","false","31"
"1484","Budapest","Szárliget","2015-01-24T16:00:00","49","budapest","android","true","22"
"1485","Budapest","Szárliget","2015-01-24T18:00:00","49","budapest","ios","true","37"
"1486","Budapest","Százhalombatta","2015-01-24T15:00:00","27","budapest","ios","true","19"
"1487","Budapest","Székesfehérvár","2015-01-24T08:00:00","67","budapest","ios","false","33"
"1488","Budapest","Székesfehérvár","2015-01-24T12:00:00","67","budapest","ios","false","31"
"1489","Budapest","Székesfehérvár","2015-01-24T17:00:00","67","budapest","ios","false","36"
"1490","Budapest","Székesfehérvár","2015-01-24T22:00:00","67","budapest","android","false","23"
"1491","Budapest","Tárnok","2015-01-24T15:00:00","27","budapest","ios","true","22"
"1492","Budapest","Tárnok","2015-01-24T16:00:00","27","budapest","android","true","28"
"1493","Budapest","Tatabánya","2015-01-24T06:00:00","63","budapest","ios","false","25"
"1494","Budapest","Tatabánya","2015-01-24T07:00:00","63","budapest","android","false","37"
"1495","Budapest","Tatabánya","2015-01-24T13:00:00","63","budapest","android","false","36"
"1496","Budapest","Tatabánya","2015-01-24T14:00:00","63","budapest","ios","false","31"
"1497","Budapest","Tatabánya","2015-01-24T17:00:00","63","budapest","ios","false","34"
"1498","Budapest","Veszprém","2015-01-24T19:00:00","120","budapest","ios","false","36"
"1499","Budapest","Veszprém","2015-01-24T21:00:00","120","budapest","ios","false","19"
"1500","Budapest","Batyk","2015-01-24T17:00:00","221","budapest","ios","false","25"
"1501","Budapest","Batyk","2015-01-24T19:00:00","221","budapest","android","false","20"
"1502","Budapest","Budapest","2015-01-24T12:00:00","10","budapest","ios","true","27"
"1503","Budapest","Nyíregyháza","2015-01-24T11:00:00","239","budapest","ios","false","24"
"1504","Budapest","Nagytarcsa","2015-01-24T09:00:00","17","budapest","ios","true","30"
"1505","Budapest","Nagytarcsa","2015-01-24T13:00:00","17","budapest","ios","true","29"
"1506","Budapest","Nagytarcsa","2015-01-24T18:00:00","17","budapest","android","true","26"
"1507","Budapest","Sülysáp","2015-01-24T03:00:00","44","budapest","ios","true","29"
"1508","Budapest","Bicske","2015-01-24T09:00:00","40","budapest","ios","true","18"
"1509","Budapest","Gyomaendrőd","2015-01-24T10:00:00","176","budapest","ios","false","26"
"1510","Budapest","Gyomaendrőd","2015-01-24T12:00:00","176","budapest","ios","false","27"
"1511","Budapest","Gyömrő","2015-01-24T13:00:00","33","budapest","ios","true","28"
"1512","Budapest","Győr","2015-01-24T12:00:00","126","budapest","android","false","26"
"1513","Budapest","Győr","2015-01-24T14:00:00","126","budapest","ios","false","30"
"1514","Budapest","Hatvan","2015-01-24T14:00:00","57","budapest","ios","false","27"
"1515","Budapest","Isaszeg","2015-01-24T16:00:00","32","budapest","ios","true","27"
"1516","Budapest","Isaszeg","2015-01-24T17:00:00","32","budapest","ios","true","34"
"1517","Budapest","Berente","2015-01-24T11:00:00","203","budapest","android","false","37"
"1518","Budapest","Berente","2015-01-24T14:00:00","203","budapest","ios","false","23"
"1519","Budapest","Budapest","2015-01-24T20:00:00","4","budapest","ios","true","36"
"1520","Budapest","Maglód","2015-01-24T05:00:00","28","budapest","ios","true","20"
"1521","Budapest","Martfű","2015-01-24T07:00:00","129","budapest","android","false","21"
"1522","Budapest","Miskolc","2015-01-24T08:00:00","181","budapest","ios","false","23"
"1523","Budapest","Nagykáta","2015-01-24T10:00:00","62","budapest","ios","false","34"
"1524","Budapest","Nyékládháza","2015-01-24T20:00:00","164","budapest","ios","false","36"
"1525","Budapest","Nyíregyháza","2015-01-24T10:00:00","239","budapest","ios","false","32"
"1526","Budapest","Pécel","2015-01-24T16:00:00","23","budapest","ios","true","30"
"1527","Budapest","Pécel","2015-01-24T21:00:00","23","budapest","ios","true","32"
"1528","Budapest","Pécel","2015-01-24T22:00:00","23","budapest","ios","true","24"
"1529","Budapest","Pincehely","2015-01-24T10:00:00","131","budapest","ios","false","35"
"1530","Budapest","Nagytarcsa","2015-01-24T18:00:00","17","budapest","ios","true","38"
"1531","Budapest","Nagytarcsa","2015-01-24T19:00:00","17","budapest","ios","true","24"
"1532","Budapest","Nagytarcsa","2015-01-24T12:00:00","17","budapest","ios","true","31"
"1533","Budapest","Nagytarcsa","2015-01-24T23:00:00","17","budapest","ios","true","36"
"1534","Budapest","Ecser","2015-01-24T12:00:00","15","budapest","ios","true","31"
"1535","Budapest","Ecser","2015-01-24T18:00:00","15","budapest","ios","true","19"
"1536","Budapest","Ecser","2015-01-24T16:00:00","19","budapest","ios","true","27"
"1537","Budapest","Ecser","2015-01-24T23:00:00","19","budapest","ios","true","22"
"1538","Budapest","Nagytarcsa","2015-01-24T04:00:00","15","budapest","ios","true","20"
"1539","Budapest","Nagytarcsa","2015-01-24T11:00:00","15","budapest","ios","true","18"
"1540","Budapest","Sárbogárd","2015-01-24T10:00:00","98","budapest","ios","false","34"
"1541","Budapest","Sülysáp","2015-01-24T13:00:00","44","budapest","ios","true","32"
"1542","Budapest","Sülysáp","2015-01-24T14:00:00","44","budapest","android","true","34"
"1543","Budapest","Szerencs","2015-01-24T11:00:00","208","budapest","ios","false","33"
"1544","Budapest","Szolnok","2015-01-24T07:00:00","102","budapest","ios","false","32"
"1545","Budapest","Tápiószecső","2015-01-24T04:00:00","48","budapest","ios","true","21"
"1546","Budapest","Tatabánya","2015-01-24T10:00:00","67","budapest","android","false","28"
"1547","Budapest","Újszász","2015-01-24T12:00:00","122","budapest","ios","false","20"
"1548","Kemenespálfa","Jánosháza","2015-01-24T12:00:00","4","countryside","ios","true","32"
"1549","Keszthely","Balatonederics","2015-01-24T16:00:00","15","countryside","ios","true","37"
"1550","Kétegyháza","Budapest","2015-01-24T17:00:00","260","budapest","ios","false","33"
"1551","Kétpó","Mezőtúr","2015-01-24T15:00:00","17","countryside","ios","true","37"
"1552","Kétpó","Mezőtúr","2015-01-24T19:00:00","17","countryside","ios","true","20"
"1553","Polgárdi","Székesfehérvár","2015-01-24T16:00:00","19","countryside","android","true","32"
"1554","Polgárdi","Székesfehérvár","2015-01-24T19:00:00","19","countryside","ios","true","32"
"1555","Kiskorpád","Kaposvár","2015-01-24T14:00:00","17","countryside","ios","true","32"
"1556","Kisköre","Kiskunhalas","2015-01-24T12:00:00","203","countryside","ios","false","32"
"1557","Kiskőrös","Baja","2015-01-24T16:00:00","63","countryside","android","false","21"
"1558","Kiskunfélegyháza","Budapest","2015-01-24T07:00:00","121","budapest","ios","false","34"
"1559","Kiskunfélegyháza","Kecskemét","2015-01-24T06:00:00","42","countryside","ios","true","31"
"1560","Kiskunfélegyháza","Nagykőrös","2015-01-24T09:00:00","57","countryside","ios","false","25"
"1561","Kiskunhalas","Baja","2015-01-24T14:00:00","61","countryside","android","false","31"
"1562","Kiskunhalas","Budapest","2015-01-24T12:00:00","146","budapest","ios","false","18"
"1563","Kiskunmajsa","Budapest","2015-01-24T00:00:00","132","budapest","ios","false","33"
"1564","Kiskunmajsa","Budapest","2015-01-24T01:00:00","132","budapest","ios","false","38"
"1565","Kismaros","Nagymaros","2015-01-24T13:00:00","8","countryside","ios","true","33"
"1566","Kismaros","Vác","2015-01-24T15:00:00","11","countryside","ios","true","34"
"1567","Budapest","Budapest","2015-01-24T07:00:00","3","budapest","android","true","35"
"1568","Budapest","Budapest","2015-01-24T22:00:00","2","budapest","ios","true","23"
"1569","Budapest","Budapest","2015-01-24T06:00:00","10","budapest","ios","true","27"
"1570","Budapest","Budapest","2015-01-24T11:00:00","10","budapest","ios","true","24"
"1571","Budapest","Budapest","2015-01-24T18:00:00","10","budapest","ios","true","29"
"1572","Budapest","Budapest","2015-01-24T19:00:00","10","budapest","ios","true","36"
"1573","Budapest","Budapest","2015-01-24T17:00:00","8","budapest","ios","true","33"
"1574","Kisújszállás","Budapest","2015-01-24T00:00:00","155","budapest","android","false","32"
"1575","Kisújszállás","Szolnok","2015-01-24T09:00:00","57","countryside","ios","false","22"
